table_line,case_id,family,type,seed,method,config,input_identity_note,source_run_dir,frozen_yaw_rmse_deg,frozen_horizontal_rmse_m,frozen_up_rmse_m,frozen_yaw_p95_deg,series_recheck_yaw_rmse_deg,series_recheck_horizontal_rmse_m,series_recheck_up_rmse_m,series_recheck_yaw_p95_deg,series_recheck_max_relative_difference,observer_yaw_rmse_deg,observer_horizontal_rmse_m,observer_up_rmse_m,observer_yaw_p95_deg,observer_metrics_status,audit_horizontal_max_m,audit_up_max_m,audit_yaw_max_deg,matched_epoch_count,max_discrepancy_time_s,horizontal_error_at_max_discrepancy_m,error_rate_at_max_discrepancy_mps,equivalent_time_offset_s,argmax_status,audit_hmax_over_frozen_hrmse,observer_h_rmse_lower_bound_m,observer_h_rmse_upper_bound_m,observer_vs_frozen_h_rmse_relative_difference,frozen_horizontal_max_m,frozen_horizontal_max_time_s,frozen_horizontal_error_vector_secant_rate_max_mps,error_series_dt_median_s,error_series_dt_p95_s,audit_policy,v2_audit_horizontal_max_m,v2_audit_up_max_m,v2_audit_yaw_max_deg,v2_audit_passed,v2_frozen_horizontal_rmse_m,summary_source,capture_source,error_series_source,v2_capture_source
241,D06_seed_02,航向中断,D06,seed_02,EXT05C,LIT,,$HX03/RUNS/BY2__EXT05C__LIT__D06_seed_02__seed_02,15.699887851523519,3.4166387895243426,9.013528143078004,27.295020949342103,15.699887851523519,3.4166387895243426,9.013528143078004,27.295020949342103,0.0,,,,,UNAVAILABLE_NOT_RETAINED,0.06054904024281197,0.000491764046195442,1.5347723092418164e-11,58014,,,,,UNAVAILABLE_NOT_RETAINED,0.017721814910156623,3.3560897492815305,3.477187829767155,,34.53503067989067,199.39704489707947,12149.746419475501,0.0040099620819233905,0.00800228118891937,default_local_sphere,0.06022458259612522,0.0004914205455648357,1.5347723092418164e-11,False,3.413965160582254,$HX03/RUNS/BY2__EXT05C__LIT__D06_seed_02__seed_02/eval/v3/OUTPUT/summary.json,$HX03/RUNS/BY2__EXT05C__LIT__D06_seed_02__seed_02/eval/v3/OUTPUT/EVALUATOR_CAPTURE.json,$HX03/RUNS/BY2__EXT05C__LIT__D06_seed_02__seed_02/eval/v3/OUTPUT/error_series.csv,$HX03/RUNS/BY2__EXT05C__LIT__D06_seed_02__seed_02/eval/v2/OUTPUT/EVALUATOR_CAPTURE.json
242,D06_seed_03,航向中断,D06,seed_03,LC01,LIT,,$HX03/RUNS/BY2__LC01__LIT__D06_seed_03__seed_03,2.994370163511274,1.2924278082784133,8.18164721014689,4.968141352326055,2.994370163511274,1.2924278082784133,8.18164721014689,4.968141352326055,0.0,,,,,UNAVAILABLE_NOT_RETAINED,0.02721632471652977,0.0002285655852958257,6.0254023992456496e-12,58014,,,,,UNAVAILABLE_NOT_RETAINED,0.021058293965976676,1.2652114835618835,1.319644132994943,,15.969597348318656,237.39907693862915,17050.088616324658,0.0040099620819233905,0.00800228118891937,default_local_sphere,0.027356499717539087,0.0002305112143190513,6.0254023992456496e-12,False,1.309054310481677,$HX03/RUNS/BY2__LC01__LIT__D06_seed_03__seed_03/eval/v3/OUTPUT/summary.json,$HX03/RUNS/BY2__LC01__LIT__D06_seed_03__seed_03/eval/v3/OUTPUT/EVALUATOR_CAPTURE.json,$HX03/RUNS/BY2__LC01__LIT__D06_seed_03__seed_03/eval/v3/OUTPUT/error_series.csv,$HX03/RUNS/BY2__LC01__LIT__D06_seed_03__seed_03/eval/v2/OUTPUT/EVALUATOR_CAPTURE.json
243,D06_seed_03,航向中断,D06,seed_03,EXT05C,LIT,,$HX03/RUNS/BY2__EXT05C__LIT__D06_seed_03__seed_03,14.176434398492178,1.7514405519975922,8.234605949405273,19.743367996984475,14.176434398492178,1.7514405519975922,8.234605949405273,19.743367996984478,1.799446618906728e-16,,,,,UNAVAILABLE_NOT_RETAINED,0.04572666268971642,0.00023886537390893636,1.4210854715202004e-11,58014,,,,,UNAVAILABLE_NOT_RETAINED,0.026108030122725674,1.7057138893078758,1.7971672146873086,,19.05204244565864,237.39907693862915,21646.12843388343,0.0040099620819233905,0.00800228118891937,default_local_sphere,0.04585668165130499,0.00024092622262372743,1.4210854715202004e-11,False,1.7623750321569078,$HX03/RUNS/BY2__EXT05C__LIT__D06_seed_03__seed_03/eval/v3/OUTPUT/summary.json,$HX03/RUNS/BY2__EXT05C__LIT__D06_seed_03__seed_03/eval/v3/OUTPUT/EVALUATOR_CAPTURE.json,$HX03/RUNS/BY2__EXT05C__LIT__D06_seed_03__seed_03/eval/v3/OUTPUT/error_series.csv,$HX03/RUNS/BY2__EXT05C__LIT__D06_seed_03__seed_03/eval/v2/OUTPUT/EVALUATOR_CAPTURE.json
244,D06_seed_04,航向中断,D06,seed_04,LC01,LIT,,$HX03/RUNS/BY2__LC01__LIT__D06_seed_04__seed_04,3.025853851906209,2.204915527168733,10.28275885493475,5.1571725080457185,3.025853851906209,2.204915527168733,10.28275885493475,5.1571725080457185,0.0,,,,,UNAVAILABLE_NOT_RETAINED,0.03913079253370084,0.0002946273235053809,3.001332515850663e-11,58014,,,,,UNAVAILABLE_NOT_RETAINED,0.017747071056253814,2.165784734635032,2.244046319702434,,22.90102728762393,158.39705634117126,8357.456878760853,0.0040099620819233905,0.00800228118891937,default_local_sphere,0.03938987369830807,0.00029427083267563603,3.001332515850663e-11,False,2.211131386445853,$HX03/RUNS/BY2__LC01__LIT__D06_seed_04__seed_04/eval/v3/OUTPUT/summary.json,$HX03/RUNS/BY2__LC01__LIT__D06_seed_04__seed_04/eval/v3/OUTPUT/EVALUATOR_CAPTURE.json,$HX03/RUNS/BY2__LC01__LIT__D06_seed_04__seed_04/eval/v3/OUTPUT/error_series.csv,$HX03/RUNS/BY2__LC01__LIT__D06_seed_04__seed_04/eval/v2/OUTPUT/EVALUATOR_CAPTURE.json
245,D06_seed_04,航向中断,D06,seed_04,EXT05C,LIT,,$HX03/RUNS/BY2__EXT05C__LIT__D06_seed_04__seed_04,35.280006935735436,2.679934180151314,10.334843774546053,76.21694555528182,35.280006935735436,2.679934180151314,10.334843774546053,76.21694555528182,0.0,,,,,UNAVAILABLE_NOT_RETAINED,0.07551754019419765,1.9967444337964935e-05,8.981260180007666e-12,58014,,,,,UNAVAILABLE_NOT_RETAINED,0.028178878702884335,2.6044166399571163,2.755451720345512,,29.616892919075838,158.39705634117126,10658.575186426784,0.0040099620819233905,0.00800228118891937,default_local_sphere,0.0758900999049643,1.9107307338117607e-05,8.981260180007666e-12,False,2.7046620339894494,$HX03/RUNS/BY2__EXT05C__LIT__D06_seed_04__seed_04/eval/v3/OUTPUT/summary.json,$HX03/RUNS/BY2__EXT05C__LIT__D06_seed_04__seed_04/eval/v3/OUTPUT/EVALUATOR_CAPTURE.json,$HX03/RUNS/BY2__EXT05C__LIT__D06_seed_04__seed_04/eval/v3/OUTPUT/error_series.csv,$HX03/RUNS/BY2__EXT05C__LIT__D06_seed_04__seed_04/eval/v2/OUTPUT/EVALUATOR_CAPTURE.json
246,D06_seed_05,航向中断,D06,seed_05,LC01,LIT,,$HX03/RUNS/BY2__LC01__LIT__D06_seed_05__seed_05,2.9935872411314097,1.5222720439135633,8.60299025134292,4.96699805454827,2.9935872411314097,1.5222720439135633,8.60299025134292,4.96699805454827,0.0,,,,,UNAVAILABLE_NOT_RETAINED,0.014002199486893187,9.403455896261903e-05,6.0254023992456496e-12,58014,,,,,UNAVAILABLE_NOT_RETAINED,0.00919822415637047,1.50826984442667,1.5362742434004566,,9.080652250725324,231.43105459213257,1486.4285611779073,0.0040099620819233905,0.00800228118891937,default_local_sphere,0.013857209441701747,9.269085947494204e-05,6.0254023992456496e-12,False,1.503891603937653,$HX03/RUNS/BY2__LC01__LIT__D06_seed_05__seed_05/eval/v3/OUTPUT/summary.json,$HX03/RUNS/BY2__LC01__LIT__D06_seed_05__seed_05/eval/v3/OUTPUT/EVALUATOR_CAPTURE.json,$HX03/RUNS/BY2__LC01__LIT__D06_seed_05__seed_05/eval/v3/OUTPUT/error_series.csv,$HX03/RUNS/BY2__LC01__LIT__D06_seed_05__seed_05/eval/v2/OUTPUT/EVALUATOR_CAPTURE.json
247,D06_seed_05,航向中断,D06,seed_05,EXT05C,LIT,,$HX03/RUNS/BY2__EXT05C__LIT__D06_seed_05__seed_05,10.85478322977031,3.2366170300320767,8.675731796992723,16.77179290492829,10.85478322977031,3.2366170300320767,8.675731796992723,16.77179290492829,0.0,,,,,UNAVAILABLE_NOT_RETAINED,0.07109711295138385,0.00012596983880541757,1.4210854715202004e-11,58014,,,,,UNAVAILABLE_NOT_RETAINED,0.021966489174247233,3.165519917080693,3.3077141429834604,,28.70596002436897,236.39505910873413,6007.973583261812,0.0040099620819233905,0.00800228118891937,default_local_sphere,0.07107672146499841,0.0001272976331421205,1.4210854715202004e-11,False,3.231790211434735,$HX03/RUNS/BY2__EXT05C__LIT__D06_seed_05__seed_05/eval/v3/OUTPUT/summary.json,$HX03/RUNS/BY2__EXT05C__LIT__D06_seed_05__seed_05/eval/v3/OUTPUT/EVALUATOR_CAPTURE.json,$HX03/RUNS/BY2__EXT05C__LIT__D06_seed_05__seed_05/eval/v3/OUTPUT/error_series.csv,$HX03/RUNS/BY2__EXT05C__LIT__D06_seed_05__seed_05/eval/v2/OUTPUT/EVALUATOR_CAPTURE.json
248,D06_seed_06,航向中断,D06,seed_06,LC01,LIT,,$HX03/RUNS/BY2__LC01__LIT__D06_seed_06__seed_06,2.9236903587600254,8.32627435418161,11.28469790595219,5.30028453178958,2.9236903587600254,8.32627435418161,11.28469790595219,5.30028453178958,0.0,,,,,UNAVAILABLE_NOT_RETAINED,0.15411586652792317,0.0005354849389789251,3.001332515850663e-11,58014,,,,,UNAVAILABLE_NOT_RETAINED,0.018509583034640613,8.172158487653688,8.480390220709532,,72.76896361044531,268.3990707397461,81911.0677598162,0.0040099620819233905,0.00800228118891937,default_local_sphere,0.15437215870404233,0.0005373626992195568,3.001332515850663e-11,False,8.340201473281946,$HX03/RUNS/BY2__LC01__LIT__D06_seed_06__seed_06/eval/v3/OUTPUT/summary.json,$HX03/RUNS/BY2__LC01__LIT__D06_seed_06__seed_06/eval/v3/OUTPUT/EVALUATOR_CAPTURE.json,$HX03/RUNS/BY2__LC01__LIT__D06_seed_06__seed_06/eval/v3/OUTPUT/error_series.csv,$HX03/RUNS/BY2__LC01__LIT__D06_seed_06__seed_06/eval/v2/OUTPUT/EVALUATOR_CAPTURE.json
249,D06_seed_06,航向中断,D06,seed_06,EXT05C,LIT,,$HX03/RUNS/BY2__EXT05C__LIT__D06_seed_06__seed_06,11.782460916512091,9.628090142217616,11.431038931640204,16.91846901163305,11.782460916512091,9.628090142217616,11.431038931640204,16.91846901163305,0.0,,,,,UNAVAILABLE_NOT_RETAINED,0.18085940993691657,0.000721077309108864,1.4210854715202004e-11,58014,,,,,UNAVAILABLE_NOT_RETAINED,0.01878455719311116,9.4472307322807,9.808949552154532,,83.91316938112396,268.3990707397461,94289.94183885666,0.0040099620819233905,0.00800228118891937,default_local_sphere,0.18112796243138363,0.000723135866735447,1.4210854715202004e-11,False,9.646523961298836,$HX03/RUNS/BY2__EXT05C__LIT__D06_seed_06__seed_06/eval/v3/OUTPUT/summary.json,$HX03/RUNS/BY2__EXT05C__LIT__D06_seed_06__seed_06/eval/v3/OUTPUT/EVALUATOR_CAPTURE.json,$HX03/RUNS/BY2__EXT05C__LIT__D06_seed_06__seed_06/eval/v3/OUTPUT/error_series.csv,$HX03/RUNS/BY2__EXT05C__LIT__D06_seed_06__seed_06/eval/v2/OUTPUT/EVALUATOR_CAPTURE.json
250,D06_seed_07,航向中断,D06,seed_07,LC01,LIT,,$HX03/RUNS/BY2__LC01__LIT__D06_seed_07__seed_07,3.0165473476934883,7.671063700378102,9.186026179910845,5.089593469817528,3.0165473476934883,7.671063700378102,9.186026179910845,5.089593469817528,0.0,,,,,UNAVAILABLE_NOT_RETAINED,0.1506962285088636,0.0010238626215937074,3.001332515850663e-11,58014,,,,,UNAVAILABLE_NOT_RETAINED,0.019644763020470794,7.520367471869239,7.821759928886966,,63.06400279097957,257.3970465660095,22159.246058334484,0.0040099620819233905,0.00800228118891937,default_local_sphere,0.15101159292068123,0.0010262604057516,3.001332515850663e-11,False,7.697838389879689,$HX03/RUNS/BY2__LC01__LIT__D06_seed_07__seed_07/eval/v3/OUTPUT/summary.json,$HX03/RUNS/BY2__LC01__LIT__D06_seed_07__seed_07/eval/v3/OUTPUT/EVALUATOR_CAPTURE.json,$HX03/RUNS/BY2__LC01__LIT__D06_seed_07__seed_07/eval/v3/OUTPUT/error_series.csv,$HX03/RUNS/BY2__LC01__LIT__D06_seed_07__seed_07/eval/v2/OUTPUT/EVALUATOR_CAPTURE.json
251,D06_seed_07,航向中断,D06,seed_07,EXT05C,LIT,,$HX03/RUNS/BY2__EXT05C__LIT__D06_seed_07__seed_07,13.101612763523557,4.70034078243504,9.16216478992262,17.534165030469694,13.101612763523557,4.70034078243504,9.16216478992262,17.534165030469694,0.0,,,,,UNAVAILABLE_NOT_RETAINED,0.10930718081659195,0.00046252679328517843,1.4210854715202004e-11,58014,,,,,UNAVAILABLE_NOT_RETAINED,0.02325516082260842,4.591033601618448,4.809647963251632,,42.34060024475357,257.3970465660095,14875.905598009289,0.0040099620819233905,0.00800228118891937,default_local_sphere,0.10963644435952209,0.00046440913678225115,1.4210854715202004e-11,False,4.72925469773568,$HX03/RUNS/BY2__EXT05C__LIT__D06_seed_07__seed_07/eval/v3/OUTPUT/summary.json,$HX03/RUNS/BY2__EXT05C__LIT__D06_seed_07__seed_07/eval/v3/OUTPUT/EVALUATOR_CAPTURE.json,$HX03/RUNS/BY2__EXT05C__LIT__D06_seed_07__seed_07/eval/v3/OUTPUT/error_series.csv,$HX03/RUNS/BY2__EXT05C__LIT__D06_seed_07__seed_07/eval/v2/OUTPUT/EVALUATOR_CAPTURE.json
252,D06_seed_08,航向中断,D06,seed_08,LC01,LIT,,$HX03/RUNS/BY2__LC01__LIT__D06_seed_08__seed_08,3.034088731260991,3.1360505444241658,11.877938192032005,5.161695697316103,3.034088731260991,3.1360505444241658,11.877938192032005,5.161695697316103,0.0,,,,,UNAVAILABLE_NOT_RETAINED,0.06324197532102943,0.00023696991991073446,3.001332515850663e-11,58014,,,,,UNAVAILABLE_NOT_RETAINED,0.0201661211849638,3.0728085691031364,3.199292519745195,,30.815153042741336,309.39906001091003,35901.40088368021,0.0040099620819233905,0.00800228118891937,default_local_sphere,0.06335281618161814,0.0002376176866505375,3.001332515850663e-11,False,3.157240300968969,$HX03/RUNS/BY2__LC01__LIT__D06_seed_08__seed_08/eval/v3/OUTPUT/summary.json,$HX03/RUNS/BY2__LC01__LIT__D06_seed_08__seed_08/eval/v3/OUTPUT/EVALUATOR_CAPTURE.json,$HX03/RUNS/BY2__LC01__LIT__D06_seed_08__seed_08/eval/v3/OUTPUT/error_series.csv,$HX03/RUNS/BY2__LC01__LIT__D06_seed_08__seed_08/eval/v2/OUTPUT/EVALUATOR_CAPTURE.json
253,D06_seed_08,航向中断,D06,seed_08,EXT05C,LIT,,$HX03/RUNS/BY2__EXT05C__LIT__D06_seed_08__seed_08,15.0831553768643,2.111502075469791,11.909519880213223,27.691547410016952,15.0831553768643,2.111502075469791,11.909519880213223,27.691547410016952,0.0,,,,,UNAVAILABLE_NOT_RETAINED,0.03418409436874482,0.00010405412926672852,1.4210854715202004e-11,58014,,,,,UNAVAILABLE_NOT_RETAINED,0.016189467567129506,2.077317981101046,2.145686169838536,,21.18462436605781,309.39906001091003,23844.812347794694,0.0040099620819233905,0.00800228118891937,default_local_sphere,0.03430581090430347,0.0001044471436131289,1.4210854715202004e-11,False,2.1274465249244643,$HX03/RUNS/BY2__EXT05C__LIT__D06_seed_08__seed_08/eval/v3/OUTPUT/summary.json,$HX03/RUNS/BY2__EXT05C__LIT__D06_seed_08__seed_08/eval/v3/OUTPUT/EVALUATOR_CAPTURE.json,$HX03/RUNS/BY2__EXT05C__LIT__D06_seed_08__seed_08/eval/v3/OUTPUT/error_series.csv,$HX03/RUNS/BY2__EXT05C__LIT__D06_seed_08__seed_08/eval/v2/OUTPUT/EVALUATOR_CAPTURE.json
329,D62_10s_seed_00,A2,D62,seed_00,LC01-BR,LIT,改动过的 LC01；仅 A2 补充行；故障窗仅相对量测更新,$HX03/RUNS/BY2__LC01-BR__LIT__D62_10s_seed_00__seed_00,2.994949213319749,1.7458344220019013,1.245939473209251,4.968141341576634,2.994949213319749,1.7458344220019013,1.245939473209251,4.968141341576635,1.787747889270523e-16,,,,,UNAVAILABLE_NOT_RETAINED,0.05579173349466414,0.0001326541396355907,3.001332515850663e-11,58014,,,,,UNAVAILABLE_NOT_RETAINED,0.03195705892354285,1.6900426885072373,1.8016261554965654,,21.74251432736649,211.1970784664154,7474.772330410065,0.0040099620819233905,0.00800228118891937,default_local_sphere,0.056134590818226915,0.00013397645314583428,3.001332515850663e-11,False,1.7674018474385293,$HX03/RUNS/BY2__LC01-BR__LIT__D62_10s_seed_00__seed_00/eval/v3/OUTPUT/summary.json,$HX03/RUNS/BY2__LC01-BR__LIT__D62_10s_seed_00__seed_00/eval/v3/OUTPUT/EVALUATOR_CAPTURE.json,$HX03/RUNS/BY2__LC01-BR__LIT__D62_10s_seed_00__seed_00/eval/v3/OUTPUT/error_series.csv,$HX03/RUNS/BY2__LC01-BR__LIT__D62_10s_seed_00__seed_00/eval/v2/OUTPUT/EVALUATOR_CAPTURE.json
330,D62_10s_seed_01,A2,D62,seed_01,LC01,LIT,窗内两台无效；与同种子同时长 A1 输入相同，另列 A1 等价行,$HX03/RUNS/BY2__LC01__LIT__D62_10s_seed_01__seed_01,2.994627305185281,0.9660681367458304,2.153449940491725,4.96814134157656,2.994627305185281,0.9660681367458304,2.1534499404917256,4.968141341576561,2.0622221185631925e-16,,,,,UNAVAILABLE_NOT_RETAINED,0.02914714934906099,5.8477293784164885e-05,3.001332515850663e-11,58014,,,,,UNAVAILABLE_NOT_RETAINED,0.03017090434970998,0.9369209873967693,0.9952152860948914,,11.886217636028514,112.39708518981934,4261.273154352553,0.0040099620819233905,0.00800228118891937,default_local_sphere,0.029487718451198228,5.884319005389216e-05,3.001332515850663e-11,False,0.991651028651746,$HX03/RUNS/BY2__LC01__LIT__D62_10s_seed_01__seed_01/eval/v3/OUTPUT/summary.json,$HX03/RUNS/BY2__LC01__LIT__D62_10s_seed_01__seed_01/eval/v3/OUTPUT/EVALUATOR_CAPTURE.json,$HX03/RUNS/BY2__LC01__LIT__D62_10s_seed_01__seed_01/eval/v3/OUTPUT/error_series.csv,$HX03/RUNS/BY2__LC01__LIT__D62_10s_seed_01__seed_01/eval/v2/OUTPUT/EVALUATOR_CAPTURE.json
331,D61_10s_seed_01,A1等价报告,D61,seed_01,LC01,LIT,与 A2 主行同一运行；该方法两台均无效，A1 输入相同；非独立运行,$HX03/RUNS/BY2__LC01__LIT__D62_10s_seed_01__seed_01,2.994627305185281,0.9660681367458304,2.153449940491725,4.96814134157656,2.994627305185281,0.9660681367458304,2.1534499404917256,4.968141341576561,2.0622221185631925e-16,,,,,UNAVAILABLE_NOT_RETAINED,0.02914714934906099,5.8477293784164885e-05,3.001332515850663e-11,58014,,,,,UNAVAILABLE_NOT_RETAINED,0.03017090434970998,0.9369209873967693,0.9952152860948914,,11.886217636028514,112.39708518981934,4261.273154352553,0.0040099620819233905,0.00800228118891937,default_local_sphere,0.029487718451198228,5.884319005389216e-05,3.001332515850663e-11,False,0.991651028651746,$HX03/RUNS/BY2__LC01__LIT__D62_10s_seed_01__seed_01/eval/v3/OUTPUT/summary.json,$HX03/RUNS/BY2__LC01__LIT__D62_10s_seed_01__seed_01/eval/v3/OUTPUT/EVALUATOR_CAPTURE.json,$HX03/RUNS/BY2__LC01__LIT__D62_10s_seed_01__seed_01/eval/v3/OUTPUT/error_series.csv,$HX03/RUNS/BY2__LC01__LIT__D62_10s_seed_01__seed_01/eval/v2/OUTPUT/EVALUATOR_CAPTURE.json
332,D62_10s_seed_01,A2,D62,seed_01,EXT05C,LIT,,$HX03/RUNS/BY2__EXT05C__LIT__D62_10s_seed_01__seed_01,11.58608354343063,0.8395235941348292,2.1974286751325263,16.133649861533566,11.58608354343063,0.8395235941348292,2.1974286751325263,16.133649861533566,0.0,,,,,UNAVAILABLE_NOT_RETAINED,0.022388751292549223,7.095936926049262e-05,1.432454155292362e-11,58014,,,,,UNAVAILABLE_NOT_RETAINED,0.026668400327237905,0.81713484284228,0.8619123454273785,,10.42164527188028,112.39708518981934,3711.06693434279,0.0040099620819233905,0.00800228118891937,default_local_sphere,0.02271824738054833,7.148858265537683e-05,1.432454155292362e-11,False,0.8661544843844254,$HX03/RUNS/BY2__EXT05C__LIT__D62_10s_seed_01__seed_01/eval/v3/OUTPUT/summary.json,$HX03/RUNS/BY2__EXT05C__LIT__D62_10s_seed_01__seed_01/eval/v3/OUTPUT/EVALUATOR_CAPTURE.json,$HX03/RUNS/BY2__EXT05C__LIT__D62_10s_seed_01__seed_01/eval/v3/OUTPUT/error_series.csv,$HX03/RUNS/BY2__EXT05C__LIT__D62_10s_seed_01__seed_01/eval/v2/OUTPUT/EVALUATOR_CAPTURE.json
333,D62_10s_seed_01,A2,D62,seed_01,LC01-BR,LIT,改动过的 LC01；仅 A2 补充行；故障窗仅相对量测更新,$HX03/RUNS/BY2__LC01-BR__LIT__D62_10s_seed_01__seed_01,2.9950130615197503,1.2530677438374762,2.1679380159469956,4.968141341576634,2.9950130615197503,1.2530677438374762,2.1679380159469956,4.968141341576635,1.787747889270523e-16,,,,,UNAVAILABLE_NOT_RETAINED,0.03500361440017418,1.1464836102703657e-05,3.001332515850663e-11,58014,,,,,UNAVAILABLE_NOT_RETAINED,0.027934335212377932,1.218064129437302,1.2880713582376504,,13.673625555047764,112.39708518981934,4725.060326304559,0.0040099620819233905,0.00800228118891937,default_local_sphere,0.03461121263235949,1.1439499299825684e-05,3.001332515850663e-11,False,1.2387742133872734,$HX03/RUNS/BY2__LC01-BR__LIT__D62_10s_seed_01__seed_01/eval/v3/OUTPUT/summary.json,$HX03/RUNS/BY2__LC01-BR__LIT__D62_10s_seed_01__seed_01/eval/v3/OUTPUT/EVALUATOR_CAPTURE.json,$HX03/RUNS/BY2__LC01-BR__LIT__D62_10s_seed_01__seed_01/eval/v3/OUTPUT/error_series.csv,$HX03/RUNS/BY2__LC01-BR__LIT__D62_10s_seed_01__seed_01/eval/v2/OUTPUT/EVALUATOR_CAPTURE.json
334,D62_10s_seed_02,A2,D62,seed_02,LC01,LIT,窗内两台无效；与同种子同时长 A1 输入相同，另列 A1 等价行,$HX03/RUNS/BY2__LC01__LIT__D62_10s_seed_02__seed_02,2.9822351135828846,0.723117898215321,1.4221503451639128,4.995097016107468,2.9822351135828846,0.723117898215321,1.4221503451639128,4.995097016107468,0.0,,,,,UNAVAILABLE_NOT_RETAINED,0.016104076473278005,0.00013712530314080595,2.998490344907623e-11,58014,,,,,UNAVAILABLE_NOT_RETAINED,0.022270333113069668,0.707013821742043,0.7392219746885991,,9.681424845986127,194.3970627784729,3410.4052801146354,0.0040099620819233905,0.00800228118891937,default_local_sphere,0.016134237826083496,0.00013996358232404305,2.998490344907623e-11,False,0.7506122119674006,$HX03/RUNS/BY2__LC01__LIT__D62_10s_seed_02__seed_02/eval/v3/OUTPUT/summary.json,$HX03/RUNS/BY2__LC01__LIT__D62_10s_seed_02__seed_02/eval/v3/OUTPUT/EVALUATOR_CAPTURE.json,$HX03/RUNS/BY2__LC01__LIT__D62_10s_seed_02__seed_02/eval/v3/OUTPUT/error_series.csv,$HX03/RUNS/BY2__LC01__LIT__D62_10s_seed_02__seed_02/eval/v2/OUTPUT/EVALUATOR_CAPTURE.json
335,D61_10s_seed_02,A1等价报告,D61,seed_02,LC01,LIT,与 A2 主行同一运行；该方法两台均无效，A1 输入相同；非独立运行,$HX03/RUNS/BY2__LC01__LIT__D62_10s_seed_02__seed_02,2.9822351135828846,0.723117898215321,1.4221503451639128,4.995097016107468,2.9822351135828846,0.723117898215321,1.4221503451639128,4.995097016107468,0.0,,,,,UNAVAILABLE_NOT_RETAINED,0.016104076473278005,0.00013712530314080595,2.998490344907623e-11,58014,,,,,UNAVAILABLE_NOT_RETAINED,0.022270333113069668,0.707013821742043,0.7392219746885991,,9.681424845986127,194.3970627784729,3410.4052801146354,0.0040099620819233905,0.00800228118891937,default_local_sphere,0.016134237826083496,0.00013996358232404305,2.998490344907623e-11,False,0.7506122119674006,$HX03/RUNS/BY2__LC01__LIT__D62_10s_seed_02__seed_02/eval/v3/OUTPUT/summary.json,$HX03/RUNS/BY2__LC01__LIT__D62_10s_seed_02__seed_02/eval/v3/OUTPUT/EVALUATOR_CAPTURE.json,$HX03/RUNS/BY2__LC01__LIT__D62_10s_seed_02__seed_02/eval/v3/OUTPUT/error_series.csv,$HX03/RUNS/BY2__LC01__LIT__D62_10s_seed_02__seed_02/eval/v2/OUTPUT/EVALUATOR_CAPTURE.json
336,D62_10s_seed_02,A2,D62,seed_02,EXT05C,LIT,,$HX03/RUNS/BY2__EXT05C__LIT__D62_10s_seed_02__seed_02,12.4574389545462,0.8731658798110924,1.445036493988127,17.062524947252218,12.4574389545462,0.8731658798110924,1.445036493988127,17.062524947252218,0.0,,,,,UNAVAILABLE_NOT_RETAINED,0.017394344406297634,0.00017756013334846443,1.693933882052079e-11,58014,,,,,UNAVAILABLE_NOT_RETAINED,0.01992100791897739,0.8557715354047948,0.89056022421739,,11.30698375924623,194.3970627784729,3935.9073310312765,0.0040099620819233905,0.00800228118891937,default_local_sphere,0.017395256883416033,0.00018020967064913407,1.693933882052079e-11,False,0.898589828085673,$HX03/RUNS/BY2__EXT05C__LIT__D62_10s_seed_02__seed_02/eval/v3/OUTPUT/summary.json,$HX03/RUNS/BY2__EXT05C__LIT__D62_10s_seed_02__seed_02/eval/v3/OUTPUT/EVALUATOR_CAPTURE.json,$HX03/RUNS/BY2__EXT05C__LIT__D62_10s_seed_02__seed_02/eval/v3/OUTPUT/error_series.csv,$HX03/RUNS/BY2__EXT05C__LIT__D62_10s_seed_02__seed_02/eval/v2/OUTPUT/EVALUATOR_CAPTURE.json
337,D62_10s_seed_02,A2,D62,seed_02,LC01-BR,LIT,改动过的 LC01；仅 A2 补充行；故障窗仅相对量测更新,$HX03/RUNS/BY2__LC01-BR__LIT__D62_10s_seed_02__seed_02,2.9947733338993454,0.7150666705130747,1.4229507627945635,4.968141341576745,2.9947733338993454,0.7150666705130747,1.4229507627945635,4.968141341576746,1.7877478892704831e-16,,,,,UNAVAILABLE_NOT_RETAINED,0.01965163102669762,8.002624035441386e-05,3.001332515850663e-11,58014,,,,,UNAVAILABLE_NOT_RETAINED,0.027482236044643473,0.6954150394863771,0.7347183015397724,,9.319275344610803,194.3970627784729,3221.8106806839246,0.0040099620819233905,0.00800228118891937,default_local_sphere,0.01958983828123794,8.278721977106329e-05,3.001332515850663e-11,False,0.7381761389551462,$HX03/RUNS/BY2__LC01-BR__LIT__D62_10s_seed_02__seed_02/eval/v3/OUTPUT/summary.json,$HX03/RUNS/BY2__LC01-BR__LIT__D62_10s_seed_02__seed_02/eval/v3/OUTPUT/EVALUATOR_CAPTURE.json,$HX03/RUNS/BY2__LC01-BR__LIT__D62_10s_seed_02__seed_02/eval/v3/OUTPUT/error_series.csv,$HX03/RUNS/BY2__LC01-BR__LIT__D62_10s_seed_02__seed_02/eval/v2/OUTPUT/EVALUATOR_CAPTURE.json
